geneID	geneSymbol	A498_KIDNEY	A549_LUNG	ACHN_KIDNEY	BT549_BREAST	CAKI1_KIDNEY	DU145_PROSTATE	EKVX_LUNG	HCT116_LARGE_INTESTINE	HCT15_LARGE_INTESTINE	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HOP62_LUNG	HOP92_LUNG	HS578T_BREAST	HT29_LARGE_INTESTINE	IGROV1_OVARY	K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KM12_LARGE_INTESTINE	LOXIMVI_SKIN	MALME3M_SKIN	MCF7_BREAST	MDAMB231_BREAST	MDAMB435S_SKIN	MDAMB468_BREAST	NCIH226_LUNG	NCIH23_LUNG	NCIH322_LUNG	NCIH460_LUNG	NCIH522_LUNG	NIHOVCAR3_OVARY	OVCAR4_OVARY	OVCAR8_OVARY	PC3_PROSTATE	RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SF268_CENTRAL_NERVOUS_SYSTEM	SF295_CENTRAL_NERVOUS_SYSTEM	SF539_CENTRAL_NERVOUS_SYSTEM	SKMEL28_SKIN	SKMEL5_SKIN	SKOV3_OVARY	SW620_LARGE_INTESTINE	T47D_BREAST	U251MG_CENTRAL_NERVOUS_SYSTEM	UACC257_SKIN	UACC62_SKIN	UO31_KIDNEY
ENSG00000027869.7	SH2D2A	0.03	2.26	0.21	0.19	1.25	1.74	2.52	1.61	1.65	0	1.45	8.18	0.09	4.45	0.98	23.24	4.64	1.37	2.26	0.01	0.41	0.05	1.48	0.14	6.21	0.08	62.31	0.05	1.45	2.93	4.44	5.5	17.25	0.04	0.44	0.22	0.06	0.35	1.4	3.42	0.35	0	0.94	0.09	1.59
ENSG00000028137.12	TNFRSF1B	0.2	0.08	0.12	2.29	2.35	1.75	0.03	0.12	0.85	25.59	1.36	4.08	0.21	0.07	0.25	27.02	8.25	0.01	5.61	0.02	4.12	3.04	0.04	2.63	0.61	0.06	1.44	0.18	1	0.22	0.05	0.12	27.68	0.33	5.38	4.49	0.18	4.93	0.29	31.45	0.15	0.04	0.11	0.52	0.76
ENSG00000029559.5	IBSP	0	0.02	0	0	0	0	0.93	0	0	0	0	0	1.05	0	1.24	0	0	0.02	4.59	0.61	0.06	0	0	0	0	0	0	0	0	0	0.04	0	0	0.04	0	0.02	0	0	3.45	0	0	0	0	0	0
ENSG00000033327.8	GAB2	1.47	1.76	5.09	0.53	3.2	1.92	19.18	1.07	5.2	1.51	1.79	3.59	4.22	2.39	22.94	55.48	6.62	2.91	13	12.09	2.79	19.99	26.07	10.44	0.88	0.96	0.34	68.2	40.76	6.17	5.94	2.79	0.39	6.3	0.9	0.31	14.68	22.89	7.63	6.05	8.54	5.6	22.39	7.51	10.24
ENSG00000033800.9	PIAS1	8.91	23.02	9.23	14.93	7.28	16.09	24.95	20.92	19.36	8.97	16.25	8.31	12.81	23.45	19.96	17.95	9.61	14.08	17.61	17.35	13.68	15.6	16.74	19.14	11.67	24.49	9.78	16.13	21.53	7.66	17.11	8.63	19.48	10.62	14.49	16.86	11.53	13.56	20.83	13.57	11.72	20.13	15.61	11.87	9.9
ENSG00000034152.14	MAP2K3	21.89	39.57	52.6	63.88	29.21	42.74	48.22	72.1	29.15	33.52	49.22	28.41	48.57	45.36	63.41	5.1	40.93	62.49	75.4	24.23	66.27	48.55	34.53	60.03	104.55	100.67	61.37	12.28	44.81	22.87	42.69	17.07	42.98	70.48	24.29	19.83	34.93	58.82	19.06	41.65	11.45	20.54	43.24	57.5	41.45
ENSG00000034713.3	GABARAPL2	115.27	100.82	100.58	83.76	216.54	74.39	124.9	94.19	89.79	42.22	139.1	102.67	68.25	115.15	42.57	164.86	65.25	100.75	84.08	150.31	44.11	94.32	135.12	103.08	57.71	115.36	55.45	97.46	60.22	74.07	47.17	50.74	103.9	67.69	152.44	89.66	72.94	76.26	136.28	192.5	129.5	118.63	76.59	102.75	128.46
ENSG00000035681.3	NSMAF	31.47	32.32	26.52	36.8	21.66	41.23	8.84	35.18	24.92	23.36	36.59	35.38	32.6	11.58	19.04	35.55	20.19	29.88	28.27	25.47	20.64	32.14	13.99	38.19	8.7	23.76	30.86	13.71	26.27	13.9	4.99	6.61	7.38	26.76	39.08	39.6	23.27	33.93	30.49	26.1	21.29	35.57	36.22	24.18	43.05
ENSG00000036257.8	CUL3	33.37	90.35	58.01	44.36	55.93	61.67	56.76	92.08	95.42	31.48	60.39	30.98	42.58	44.23	34.89	32.36	30.3	58.82	51.63	44.29	38.45	40.96	68.38	58.01	83.14	31.58	51.13	71.77	53.25	33.84	44.23	38.83	27.91	47.97	51.3	38.26	50.26	36.28	71.33	45.38	36.6	40.46	58.48	84.63	43.92
ENSG00000036828.9	CASR	0	0	0.02	0.02	0	0.03	0	0	0.01	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0.05	0.01
ENSG00000037280.11	FLT4	0.07	1.86	0.22	0.07	0.05	14.09	0.19	0.02	0	0.3	0.21	0.03	0.01	0.01	6.48	0.28	0	0	0.15	0.37	0	0.01	0.02	0.45	4.74	8.49	7.54	0.65	1.79	0.3	19.59	0	0.16	0.01	0.06	0.04	0.03	0.75	0.75	0.01	19.17	0	0.04	0.02	0.02
ENSG00000039068.14	CDH1	0.16	5.57	19.03	1.26	0.86	32.02	164.23	25.12	200.93	0.13	2.6	0.2	0.87	111.92	4.35	0.89	25.58	0.11	89.16	307.59	0.53	0.07	48.2	0.2	16.11	317.98	0.21	0.58	72.52	46.21	0.37	32.23	3.92	1.31	0.29	0.25	7.44	8.73	8.96	11.21	200.09	0.2	80.26	0.22	0.64
ENSG00000039319.12	ZFYVE16	7.91	18.57	14.57	19.49	10.05	24.13	14.55	13.82	15.28	0.73	15.12	3.74	7.36	8.96	11.9	11.94	11.62	11.49	42.3	10.16	9.18	8.1	13.97	7.47	10.39	13.27	9.82	20.13	24.01	4.88	14.06	4.54	3.94	3.95	15.39	9.29	73.16	106.12	23.52	13.47	12.58	13.06	48.01	24.65	11.85
ENSG00000040199.14	PHLPP2	4	5.41	9.78	5.53	2.35	5.35	6.45	8.37	12.87	0.14	10.16	3.38	4.23	6.18	3.97	2.63	2.55	3.13	3.77	5.87	4.7	2.49	5.81	8.97	6.22	6.95	6.15	12.26	2.88	1.28	5.52	2.26	2.23	6.13	8.35	3.97	2.81	2.69	7.93	5.36	5.78	10.75	2.69	2.66	5.91
ENSG00000041982.10	TNC	7.27	0.19	11.48	31.59	8.96	26.97	10.39	0.15	0.71	0.77	83.67	102.69	32.12	0.35	2.37	0.52	4.12	266.81	360.91	0.06	11.35	188.21	14.12	1.66	6.17	0.72	0.06	0.29	121.73	9.91	1.69	65.99	0.18	76.35	40.1	10.57	1062.8	245.97	1.73	47.69	0.1	368.36	108.09	391.18	52.99
ENSG00000042286.10	AIFM2	10.82	23.72	11.85	13.08	14.96	25.68	13.3	23.38	34.65	0.17	30.22	17.86	8.05	18.34	0.32	11.09	6.35	0.09	16.73	16.66	20.05	14.94	6.45	19.99	1.9	31.25	37.7	5.09	12.62	3.17	9.17	13.25	8.08	12.03	3.24	17.57	9.63	14.66	11.73	35.09	1	23.96	13.97	7.67	6.93
ENSG00000042429.6	MED17	7.58	22.07	20.2	47.04	10.19	21.5	52.66	50.7	37.04	14.13	17.58	5.22	16.7	14.84	22.74	18.69	10.92	17.25	6.1	9.77	30.95	23.76	13.88	15.41	17.46	24.19	10.6	47.11	18.28	22.33	47.29	15.66	8.25	22.61	16.43	14.72	10.72	9.89	27.64	21.52	14.2	17.44	23.96	17.36	18.38
ENSG00000043462.7	LCP2	0.01	0.05	0.01	0.04	0.05	0.07	0.01	0	0.01	22.34	0.03	0.01	0.08	0.06	0.1	16.76	0.03	0.01	29.19	0.02	0.23	1.59	0.2	0.06	0.14	0.09	0.01	0	0.11	0.01	0.01	0.01	29.29	0.07	1.94	0.06	12.4	0.14	0	0	0	0	0.02	13.41	0.01
ENSG00000043591.4	ADRB1	0.04	0.57	0.08	0.27	0.05	1.14	0.08	0.53	0.29	0.06	0	0.01	0	0.45	0.09	0.06	0.56	0.01	0	0.16	0.01	0	2.47	0.16	0.83	0.84	0.4	0.06	0.17	0.33	0.48	0.08	0.01	0.23	0.1	0.08	0.05	0.68	0.06	0.09	0.21	0.02	0	0.27	0.02
ENSG00000044115.16	CTNNA1	184.23	187.45	220.63	204.19	238.58	225.25	271.11	185.02	133.51	0.97	319.96	159.56	317.27	194.2	206.16	141.67	99.26	260.5	168.49	240.8	311.99	114.39	65.79	187.09	112.01	257.53	181.6	210.57	260.83	274.33	326.44	3.07	88.09	263.04	183.53	197.92	186.89	214.55	482.62	153.21	175.1	186.67	111.7	187.61	231.67
ENSG00000044446.7	PHKA2	12.09	7.89	7.24	5.29	8.12	7.15	14.39	12.41	13.49	23.35	8.92	15.78	12.14	16.6	11.16	23.61	17.02	5.98	14.1	13.17	12.25	18.75	15.67	7.61	6.55	8.01	10.94	32.31	7.07	10.88	7.97	14.43	18.83	9.89	8.72	8.42	10.1	12.34	13.63	23.18	28.09	17.61	13.17	11.53	6.6
ENSG00000047249.12	ATP6V1H	53.71	31.23	35.43	71.23	66.47	44.91	15.49	37.42	35.31	26.03	36.28	44.12	38.68	24.11	23.83	40.45	12.16	26.62	72.14	50.63	28.69	43.99	25.23	43.07	23.53	24.15	16.23	14.67	47.1	42.45	28.78	9.4	13.04	31.65	29.24	52.49	54.33	77.75	36.94	23.22	64.73	50.84	69.77	33.43	65.88
ENSG00000048392.7	RRM2B	29.12	22.66	26.14	21.89	26.02	14.13	17.55	30.13	15.12	5.28	15.01	12.2	14.26	5.32	14.19	17.08	9.2	22.21	25.41	28.71	10.53	16.3	7.31	18.33	12.56	9.43	7.18	6.13	10.53	10.17	4.78	10.53	10.99	4.24	10.67	11.83	7.69	16.03	11.95	7.04	15.95	22.27	11.52	17.24	60.61
ENSG00000049089.9	COL9A2	0.49	0.1	0.09	2.87	0.72	1.43	0.55	1.85	0.09	2.16	6.38	3.4	0.73	0.06	0.32	2.56	0.3	0.49	6.54	0.55	3.01	0.55	10.74	0.18	1.16	0.58	0.68	10.67	16.88	37.2	6.27	0.85	2.33	2.21	0.16	0.72	1.23	1.03	3.51	1.65	13.6	6.51	3.26	11	0.59
ENSG00000049130.9	KITLG	22.25	6.84	32.26	8.51	5.09	14.55	7.63	400.41	16.8	0.12	7.7	15.19	3.7	25.92	32.01	0.25	48.94	3.36	9.44	23.37	12.71	4.46	42.54	10.29	2.94	11.76	9	64.24	0.96	0.16	4.05	9.96	0.07	4.68	18.61	9.39	4.11	5.24	5.48	2.7	20.59	5.84	3.92	5.01	21.99
ENSG00000049323.11	LTBP1	6.9	21.73	0.11	19.91	0.41	3.86	23.04	3.15	4.92	0.17	11.32	9.56	303.59	1	8.95	4.82	2.64	0.54	0.5	10.69	14.94	9.25	8.24	0.55	2.35	16.31	0.5	15.79	56.94	6.91	1.17	68.74	1.62	10.47	55.34	7.07	2.01	4.8	17.03	0.05	29.93	44.13	1.39	14.44	1.02
ENSG00000049769.8	PPP1R3F	2.78	1.19	2.84	2.95	3.31	1.08	4.59	0.13	0.48	0.05	2.46	4.25	1.66	0.92	0.11	0.71	0.4	0.18	3.32	1.38	5.15	0.89	4.73	1.5	1.57	1.22	1.14	6.18	3.1	6.07	1.05	3.77	0.31	3.89	5.35	3.32	1.73	6.61	0.85	1.5	2.74	5.59	1.33	1.46	0.96
ENSG00000050555.13	LAMC3	0.98	1.3	0.16	0.12	0.01	2.08	0.49	3.06	0.04	0.01	0.63	0	0.01	0	1.77	0.04	0.01	0.03	0.7	0.06	0	0.75	0.1	1.36	9.11	0.17	12.04	14.61	2.5	0.35	13.9	2.58	0.55	0.06	0.47	0.05	0.38	2.36	1.87	0.18	0.02	0.09	1.61	4.02	0.05
ENSG00000050628.16	PTGER3	0.01	0.02	0.04	0.03	0.07	0.03	0.03	0.01	0.02	0.03	0.02	0	2.47	0	0.05	11.48	0.02	0.01	0	0.49	0.01	0.02	0.14	0	0.1	0.06	0.01	0.13	1.27	0.05	0.34	0.02	0	0.01	0.44	0.06	0.09	0.07	0.02	0	48.63	0	0.01	0.01	0.01
ENSG00000050748.13	MAPK9	15.37	29.34	19.06	31.24	18.97	37.53	39.35	29.94	54.65	8.63	37.15	21.46	13.54	19.75	16.5	25.8	14.17	20.25	12.48	38.67	29.36	19.79	59.91	30.1	15.75	28.26	32.94	27.66	14.39	34.24	42.52	16.05	8.2	39.7	29.76	28.74	15.73	13.83	52.74	16.42	33.62	23	14.89	13.16	18.31
ENSG00000050820.12	BCAR1	81.37	18.32	85.44	94.79	58.87	33.89	46.85	23.32	35.23	0.34	62.09	52.68	34.88	55.66	50.81	10.6	13.33	24.24	33.84	39.07	58.86	22.79	56.42	95.4	21.74	91.77	8.43	18.44	23.23	28.52	16.75	17.29	5.33	95.32	69.04	69.74	42.13	15.68	64.11	71.75	29.28	24.36	36.99	23.39	83.08
ENSG00000051128.14	HOMER3	65.69	17.65	56.29	84.17	53.33	24.87	45.05	26.64	22.11	9.57	36.17	82.95	73.79	2.34	11.81	6.13	3.38	37.98	42.97	22.79	33.51	64.38	281.42	77.05	16.29	119.54	8.7	35.43	60.45	54.95	53.75	50.59	10.73	91.18	73.48	67.29	21.07	19.21	59.82	16.63	13.82	34.08	20.25	26.07	37.7
ENSG00000051382.4	PIK3CB	16.47	21.05	27.22	15.45	19.49	36.87	19.1	40.46	40.38	21.04	19.95	26.34	20.13	22.07	8.5	55.02	12.97	14.33	34.7	21.86	17.59	26.43	27.58	25.77	15.91	17.96	13.13	27.04	33.24	17.13	40.19	7.72	8.46	8.08	27.27	17.74	54.87	48.54	31.89	20.69	35.51	30.07	36.7	23.09	26.34
ENSG00000051523.6	CYBA	570.46	87.45	330.01	117.23	659.66	26.71	426.62	138.87	191.61	219.39	89.87	247.13	18.01	405.45	190.07	217.56	100.37	59.56	115.53	585.11	142.34	0.57	349.87	170.77	87.15	62.02	116.75	0.8	207.34	261.95	197.97	0.34	621.9	0.45	0.44	108.62	119.38	28.01	217.72	142.02	0.61	0.35	280.66	37.46	426.83
ENSG00000052723.7	SIKE1	23.63	12.55	30.04	25.98	22.81	32.35	31.84	37.74	44.66	15.29	16.99	22.87	49.38	31.5	41.06	50.81	30.68	32.55	16.46	113.29	34.35	41.04	71.37	36.15	66.1	40.86	27.03	52.39	28.2	21.84	52.7	16.26	23.33	37.52	29.74	42.73	36.25	20.06	41.5	24.49	17.82	50.34	31.75	43.36	18.36
ENSG00000052795.8	FNIP2	7.52	1.92	9.77	4.81	1.2	1.24	5.24	3.48	6.46	1.28	2.32	5.3	18.53	7.3	14.22	9.46	6.53	3.49	13.35	1.3	4.14	3.02	6.08	2.18	0.74	1.85	1.18	7.21	3.54	1.95	3.08	0.93	2.02	7.28	3.37	11.71	12.27	7.18	8.94	3.74	3.01	2.74	11.67	2.71	6.43
ENSG00000053747.11	LAMA3	25.97	14.02	53.63	5.07	16	30.99	5.85	4.04	6.1	0.12	6.21	15.16	1.26	5.4	54.3	0.15	10.66	1.37	0.94	8.33	30.17	2.47	6.07	14.2	0.64	262.24	2.27	0.49	100.05	236.92	0.43	113.38	3.07	1.4	10.86	2.54	1.23	0.89	148.98	6.82	9.07	0.61	1.02	0.67	22.72
ENSG00000053900.6	ANAPC4	10.39	16.95	18.82	21.42	20.58	23.02	18.86	35.96	28.81	18.25	17.49	12.27	10.58	15.49	23.98	24.94	24.72	9.4	18.52	15.03	16.28	13.08	17.21	13.9	20.96	25.89	13.92	21.69	22.51	7.88	14.13	9.25	13.73	6.1	16.86	12.04	10.41	13.77	22.36	29.44	13.47	15.62	19.2	14.21	16.99
ENSG00000055130.11	CUL1	59.51	56.9	61.18	49.98	42.54	48.21	42.88	69.21	59.03	21.05	41.24	76.87	37.89	48.94	41.99	53.86	20.3	37.58	72.93	27.31	49.41	35.92	44.02	33.14	67.68	16.99	54.02	47.93	47.33	45.38	41.65	41.3	63.26	37.22	70.75	34.61	39.75	56.01	28.39	69.5	16.62	49.21	35.85	49.18	49.42
ENSG00000055208.13	TAB2	22.26	20.84	35.39	32.68	28.85	20.67	28.45	40.8	31	7.94	37.32	22.79	26.48	21.57	34.17	24.53	18.75	29.41	19.4	20.01	32.02	14.15	34.24	63.94	45.59	38.7	8.04	25.99	22.86	19.88	24.3	13.64	10.46	29.42	38.94	34.46	19.03	12.6	50.81	19.14	33.51	96.75	10.57	17.84	39.61
ENSG00000056558.6	TRAF1	0.97	3.23	2.07	1.12	0.49	2.22	0.41	0.51	0.54	0.26	2.15	10.3	0.79	0.48	0.35	0.13	0.92	0.93	26.71	0.24	5.09	9.92	0.89	4.27	7.57	0.82	0.37	4.94	2.83	0.51	0.6	0.05	9.81	0.75	5.62	0.68	4.57	2.48	0.71	0.51	0.74	2.09	1.04	6.13	2.94
ENSG00000057663.8	ATG5	10.61	17.83	21.94	31.83	18.94	9.07	26.22	26.56	19.25	10.24	19.59	15.08	13.15	15.62	20.25	18.78	26.18	14.75	11.83	13.6	16.01	16.83	34.93	15.68	12.57	16.35	12.05	17.72	17.86	10.93	16.44	14.19	7.55	13.49	23.72	20.49	11.73	9.98	22.87	17.54	9.58	21.03	7.34	10.91	15.53
ENSG00000058085.10	LAMC2	0.41	42.29	55.82	7.47	4.51	64.12	72.32	20.06	9.45	0.15	2.87	6.43	6.13	4.51	25.42	0.08	12.95	0.34	0.38	1.7	32.19	1.27	25.15	6.69	2.05	359.02	1.09	0.1	23.89	110.87	30.75	106.1	0.3	0.68	0.37	16.24	0.98	0.27	80.12	5.55	2.72	0.13	0.4	0.45	64.72
ENSG00000058272.11	PPP1R12A	14.34	34.12	55.88	38.2	12.8	40.2	24.27	32.98	30.22	7.97	29.86	18.29	54.99	22.35	29.05	25.43	26.01	37.21	28.1	30.56	27.91	19.99	18.88	39.72	26.21	23.61	20.28	160.75	26.85	12.91	35.41	13.89	19.01	21.2	42.23	22.84	12.49	17	43.77	20.03	25.4	44.83	9.56	23.04	40.32
ENSG00000058335.11	RASGRF1	0.03	0.17	0.2	0.03	0.04	0.14	0.03	0.89	0.61	0.06	2.03	3.01	0.03	0.61	0.05	0.08	0.02	0.14	3.43	0.02	1.41	0.02	11.83	0.57	0.03	0.35	0.01	0.05	0.17	0.22	0.97	0	1.3	10.34	0.07	0.45	3.2	0.13	1.29	0.44	0.36	0.13	5.94	0.02	1.3
ENSG00000058404.15	CAMK2B	0.05	0.05	0.23	0.04	0.04	0.51	0.05	0.17	0.06	0.03	0.22	0.08	0.34	0.42	0.33	0.16	0.06	0.1	2.29	2.99	1.89	0.2	0.4	7.41	0.42	0.19	0.16	0.63	0.33	0.65	1.12	0.3	0.14	0.08	0.16	0.06	0.11	0.05	1.6	0.06	1.62	0.16	0.04	1.38	0.69
ENSG00000058668.10	ATP2B4	27.05	7.6	22.59	123.42	18.27	39.78	43.22	22.55	2.95	13.92	43.27	79.86	93.1	7.24	41.39	18.04	0.42	3.38	63.06	18.17	45.58	21.99	26.46	23.3	8.08	20.91	6.45	25.76	38.8	38.33	19.11	18.58	15.73	23.29	31.36	30.07	47.7	27.61	38.21	0.65	8.21	55	25.74	36.53	76.41
ENSG00000060558.3	GNA15	0.08	0.03	0.17	0.14	0.04	7.47	0.12	0.29	0.02	49.09	3.72	16.87	0.01	5.02	0.04	0.23	0.04	0.29	0.1	0	28.3	0.27	5.9	0.15	0.22	23.12	0.57	0.05	0.22	0.15	15.51	0.05	0.1	0.13	0.31	0.07	0.23	0.03	0.13	0	0.04	0.18	0.23	0.17	3.7
ENSG00000060566.9	CREB3L3	1.66	0.09	0.02	0.03	0.01	0.02	0.01	0.19	0.07	0.01	0.35	0.95	0.09	0.02	0.01	0	0.04	0.01	0	0	0.44	0.49	0.05	0	0.04	0.04	0.01	0.16	0	0	0.05	0.05	0.31	0	0.38	0.04	0.03	0.01	0.07	0.4	0.04	0.08	0	0.05	0
ENSG00000061492.7	WNT8A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0
ENSG00000063046.13	EIF4B	239.34	227.21	314.64	172.42	189.76	227.42	101.3	388.8	249.63	150.13	113.19	197.98	124.71	328.35	296.68	313.74	330.2	566.25	167.03	411.24	124.74	198.64	126.35	363.74	170.7	130.26	327.1	339.36	172.65	120.66	194.54	90.19	306.25	133.42	157.08	103.2	125.63	190.12	221.23	355.45	339.9	107.94	236.97	197.42	239.42
ENSG00000063176.11	SPHK2	6.59	6.24	7.19	6.61	5.96	4.95	6.22	7.61	13.24	7.34	4.16	9.09	6.91	61.03	13.86	4.11	15.82	7.14	14.1	11.24	10.23	11.43	8.31	8.46	5.05	8.52	6.01	7.39	5.33	15.25	6.84	3.31	5.54	13.41	17.59	12.95	19.78	10.08	9.74	13.72	9.46	18.16	17.47	11.55	5.88
ENSG00000064012.17	CASP8	21.97	34.67	54.5	15.66	34.88	23.7	19.26	26.84	45.35	13.34	28.66	19.06	11.91	28.38	16.37	18.93	31.53	28.83	27.68	7.94	22.33	34.29	26.31	18.87	5.44	26	35.67	14.04	29.42	14.79	11.96	12.72	48.48	6.72	21.56	30.36	33.05	15.14	36.26	11.54	9.3	13.06	19.55	30.92	35.75
ENSG00000064300.4	NGFR	0.09	0.05	0.06	0.38	0.04	0.26	0.04	1.73	0.01	0.03	0.06	6.69	0.33	0.02	0.22	0.57	0.03	0.03	125.47	1.04	1.15	0.11	0.15	0.35	0.93	0.2	0.04	4.25	1.21	0.18	0.53	0.06	0.28	0.85	1.09	0.32	26.96	1.53	0.1	7.28	0.36	0.73	18.91	1.99	0.67
ENSG00000064309.10	CDON	0.89	1.8	1.35	8.3	0.62	5.72	1.57	8.04	4.25	0.31	4.75	3.87	13.02	3.07	4.89	0.21	1.81	1.65	6.54	1.59	8.57	1.92	4.08	3.39	4.46	1.95	1.77	10.28	4.6	1.54	3.33	2.38	0.88	5.77	10.22	3.53	2.35	4.84	9	2.85	3.07	36.37	13.13	4.38	1.96
ENSG00000064547.9	LPAR2	12.96	1.8	5.16	5.81	4.67	13.58	20.6	21.04	22.44	22.25	7.56	5.06	5.55	11.61	11.11	19.64	22.86	10.37	7.16	32.88	8.36	18.76	46.42	11.89	5.37	10.03	1.44	20.09	21.22	16.28	7.95	19.74	5.29	0.5	3.91	5.94	9.2	7.99	25.12	10	18.99	7.44	6.97	7.96	12.71
ENSG00000065135.7	GNAI3	42.05	50.32	49.48	77.01	46.64	45.82	43.41	83.92	65.59	21.39	47.51	39.32	82.35	40.64	39.92	60.28	38.64	51.28	27.6	51.49	74.68	44.22	99.69	74.85	108.38	39.57	32.43	55.76	66.18	33.31	103.35	30.47	16.75	48.8	63.82	67.48	56.09	32.73	106.75	51.97	35.78	54.82	48.96	32.91	56.44
ENSG00000065243.14	PKN2	11.01	18.6	22.76	20.56	5.94	22.58	25.62	30.11	30.1	4.47	12.88	12.77	19.88	20.22	26.6	11.62	27.11	18.39	11.07	10.28	19.62	10.31	36.72	22.24	20.19	25.82	9.52	36.69	18.88	18.96	36.9	10.34	5.43	11.95	15.23	18.75	16.52	11.71	16.53	10.23	11.75	18.7	17.41	10.29	20.89
ENSG00000065361.10	ERBB3	1.38	3.29	5.82	1.31	3.1	11.97	5.81	14.94	43.82	0.17	0.2	1.66	4.99	89.7	5.46	5.41	60.56	0.58	181	57.37	2.5	54.64	23.07	27.29	0.84	16.64	0.34	1.68	36.17	19.42	28.26	11.48	0.73	3.38	0.54	0.33	69.07	78.68	1.28	59.66	123.25	0.57	97.26	104.57	2.09
ENSG00000065534.14	MYLK	34.77	12.22	67.48	4.85	41.38	19.55	8.94	0.86	0.23	0.41	90.24	105.1	90.52	6.08	43.75	0.27	0.61	1.3	12.61	0.45	28.49	58.9	3.61	35.87	3.57	0.32	0.19	0.61	12.24	18.78	10.57	1.78	18.07	20.72	177.45	141.78	7.33	5	44.46	0.44	1.55	160.79	3.58	11.52	205.85
ENSG00000065559.10	MAP2K4	16.63	26.31	17.14	15.9	9.53	20.89	18.2	40.36	24.26	2.21	21.18	9.69	13.83	4.93	13.2	7.14	8.8	9.4	14.32	14.42	23.36	6.79	13.65	19.72	12.26	17.55	11.22	8.03	22.99	8.37	8.88	7.49	3.58	10.26	15.92	11.18	7.83	9.03	11.08	8.4	9.55	19.98	10.44	12.92	17.21
ENSG00000065675.10	PRKCQ	0.01	4.05	0.32	0.02	1.11	2.88	1.27	0.32	1.24	0.26	1	0	0	0.06	0.01	8.71	1.04	0.01	0.02	0	0.09	0.02	3.26	0.01	0.52	0.03	0.08	0	2.97	1.72	3.83	0	0.03	0.29	0.01	0.12	0.02	0.04	0	0.22	0.01	0.71	0.07	0.02	1.52
ENSG00000065882.11	TBC1D1	27.92	16.36	59.45	36.02	50.19	41.9	35.13	36.06	25.71	46.53	44.57	28.19	39.56	38.68	22.39	6.63	19.79	36.74	33.78	9.33	30.72	30.72	61.6	41.56	20.66	10.42	15.46	31.16	34.9	17.12	45.49	27.06	26.57	63.02	28.18	27.12	15.6	25.47	53.94	28.53	10.19	50.67	32.3	40.35	58.65
ENSG00000065989.11	PDE4A	0.29	1.35	3.74	6.03	1.61	11.03	0.86	17.86	0.15	0.07	3.03	8.6	18.78	0.51	3.2	8.49	0.06	3.64	3.31	0.45	9.97	6.73	3.29	3.42	6.93	0.13	4.73	14.81	1.13	2.69	3.56	1.95	15.43	3.49	0.92	7.5	1.88	2.34	3.52	3.43	0.39	1.8	4.18	5.42	1.39
ENSG00000066027.7	PPP2R5A	11.43	17.19	22.31	7.99	18.91	24.65	21.09	23.06	28.76	12.76	9.05	28.58	11.94	18.92	27.26	48.96	21.26	18.94	23.15	15.61	9.31	14.73	37.17	5.75	11.06	22.55	14.01	26.61	25.38	21.5	7.01	13.77	16.31	12.42	10.35	9.08	18.75	14.61	15.92	16.6	23.83	10.71	17.16	19.52	17.38
ENSG00000066032.14	CTNNA2	0.1	0.15	0.07	0.01	0.24	0.14	0.02	0	0.01	0.07	0.02	0.05	0	0.03	0.06	0.18	0	0.03	1.86	0	0.08	0.07	0.01	0	0.08	0.05	0	0.11	8.05	0	0.42	0	0.01	0.01	0.22	0.24	0.55	2.09	0.02	0.05	0	6.18	0.11	0.5	0.01
ENSG00000066044.9	ELAVL1	33.81	46.48	58.02	60.6	31	83.8	38.84	101.86	106.8	22.86	52.27	41.85	43.85	39.53	69.58	50.45	18	32.92	38.13	28.57	70.09	37.14	55.58	55.28	52.06	61.39	44.94	70.62	54.49	61.47	87.4	46.65	44.59	107.82	60.42	61.55	46.6	31.21	86.97	59.93	39.55	50.71	61.14	56.1	56.32
ENSG00000066468.16	FGFR2	10.58	0.22	5.28	16.96	2.07	2.11	3.09	9.74	1.99	0.09	0.09	0.1	0.07	17.49	33.05	0.03	2.76	0.08	0	9.8	0.23	0.03	9.43	1.34	1.98	6.37	0.23	0.1	32.86	24.94	0.05	0.02	3.01	2.24	0.05	4.53	0.1	0.29	9.06	0.09	29.74	1.14	0.16	0.4	0.96
ENSG00000067057.12	PFKP	294.83	239	248.63	167.26	249.83	212.73	161.75	204	123.04	26.01	166.11	205.31	311.22	84.92	110.29	72.56	59.43	150.6	93.61	138.51	233.75	143.19	75.71	99.52	165.19	92.3	177.21	40.27	12.11	103.64	410.73	72.04	87.63	339.2	109.54	140.01	58.78	42.37	315.8	56.51	51.89	169.96	71.81	76.8	296.02
